序號,答案
20240713152012,170.89
20240713153012,159.77
20240713154012,333.57
20240713155012,194.63
20240713160012,68.87
20240713161012,47.31
20240713162012,11.71
20240713163012,0
20240713164012,6.38
20240713165012,3.12
20240214090013,350.27
20240214091013,382.82
20240214092013,550.81
20240214093013,683.82
20240214094013,823.06
20240214095013,944.22
20240214100013,1094.11
20240214101013,1228.51
20240214102013,1356.77
20240214103013,1568.42
20240214104013,1643.85
20240214105013,1761.85
20240214110013,1740.29
20240214111013,1816.39
20240214112013,1618.62
20240214113013,1960.06
20240214114013,1980.01
20240214115013,1907.71
20240214120013,1870.29
20240214121013,2115.39
20240214122013,2158.2
20240214123013,2131.83
20240214124013,2010.73
20240214125013,2069.49
20240214130013,900.94
20240214131013,1858.17
20240214132013,2002.87
20240214133013,2035.58
20240214134013,1986.44
20240214135013,1578.22
20240214140013,1673.42
20240214141013,1671.26
20240214142013,1551.13
20240214143013,1425.06
20240214144013,1317.0
20240214145013,791.51
20240214150013,795.5
20240214151013,749.54
20240214152013,773.66
20240214153013,659.69
20240214154013,607.8
20240214155013,485.25
20240214160013,477.5
20240214161013,370.36
20240214162013,215.29
20240214163013,119.6
20240214164013,51.83
20240214165013,34.6
20240221090013,376.31
20240221091013,556.91
20240221092013,709.05
20240221093013,822.64
20240221094013,925.45
20240221095013,1049.67
20240221100013,1159.69
20240221101013,1329.48
20240221102013,1525.26
20240221103013,1536.81
20240221104013,1620.69
20240221105013,1678.95
20240221110013,1819.08
20240221111013,1969.11
20240221112013,1960.09
20240221113013,1954.4
20240221114013,2028.71
20240221115013,2085.72
20240221120013,2128.5
20240221121013,2128.38
20240221122013,2161.46
20240221123013,2186.12
20240221124013,2043.2
20240221125013,1741.96
20240221130013,1278.88
20240221131013,1058.85
20240221132013,931.55
20240221133013,1104.48
20240221134013,1510.0
20240221135013,1077.12
20240221140013,720.81
20240221141013,1280.63
20240221142013,1205.34
20240221143013,656.22
20240221144013,106.26
20240221145013,333.74
20240221150013,110.32
20240221151013,95.78
20240221152013,56.49
20240221153013,43.05
20240221154013,25.92
20240221155013,25.74
20240221160013,24.31
20240221161013,22.92
20240221162013,13.41
20240221163013,9.44
20240221164013,4.53
20240221165013,3.23
20240314090013,9.75
20240314091013,9.91
20240314092013,8.64
20240314093013,8.64
20240314094013,7.03
20240314095013,5.69
20240314100013,12.56
20240314101013,5.58
20240314102013,7.25
20240314103013,18.09
20240314104013,30.41
20240314105013,77.03
20240314110013,169.05
20240314111013,157.39
20240314112013,46.59
20240314113013,48.58
20240314114013,50.41
20240314115013,47.76
20240314120013,48.21
20240314121013,38.84
20240314122013,31.03
20240314123013,21.35
20240314124013,25.19
20240314125013,38.03
20240314130013,35.97
20240314131013,28.91
20240314132013,35.21
20240314133013,56.17
20240314134013,62.76
20240314135013,92.98
20240314140013,213.28
20240314141013,236.62
20240314142013,135.94
20240314143013,117.55
20240314144013,581.13
20240314145013,1127.59
20240314150013,579.42
20240314151013,520.3
20240314152013,444.26
20240314153013,563.6
20240314154013,349.32
20240314155013,163.26
20240314160013,66.06
20240314161013,60.41
20240314162013,37.26
20240314163013,23.6
20240314164013,8.49
20240314165013,7.38
20240316090013,413.46
20240316091013,496.46
20240316092013,527.02
20240316093013,501.3
20240316094013,393.39
20240316095013,364.97
20240316100013,805.84
20240316101013,822.01
20240316102013,823.67
20240316103013,839.04
20240316104013,903.17
20240316105013,934.75
20240316110013,646.88
20240316111013,730.33
20240316112013,908.46
20240316113013,1175.03
20240316114013,1360.95
20240316115013,1464.12
20240316120013,1625.88
20240316121013,1456.47
20240316122013,1559.14
20240316123013,1465.22
20240316124013,1102.8
20240316125013,805.83
20240316130013,798.18
20240316131013,1005.53
20240316132013,977.88
20240316133013,1427.26
20240316134013,1074.75
20240316135013,317.12
20240316140013,556.51
20240316141013,389.37
20240316142013,154.39
20240316143013,171.85
20240316144013,203.07
20240316145013,244.52
20240316150013,177.2
20240316151013,136.02
20240316152013,85.83
20240316153013,68.6
20240316154013,58.41
20240316155013,36.78
20240316160013,32.11
20240316161013,19.81
20240316162013,11.8
20240316163013,7.86
20240316164013,3.62
20240316165013,2.12
20240328090013,375.87
20240328091013,515.29
20240328092013,780.01
20240328093013,1001.14
20240328094013,1089.59
20240328095013,1154.26
20240328100013,1261.91
20240328101013,1325.93
20240328102013,1394.53
20240328103013,1397.12
20240328104013,1439.39
20240328105013,1449.3
20240328110013,1368.36
20240328111013,1581.96
20240328112013,1627.22
20240328113013,1453.94
20240328114013,1565.53
20240328115013,1662.61
20240328120013,1824.76
20240328121013,1609.31
20240328122013,1368.72
20240328123013,1310.38
20240328124013,1192.35
20240328125013,1370.93
20240328130013,1998.55
20240328131013,469.31
20240328132013,350.98
20240328133013,260.63
20240328134013,574.07
20240328135013,84.41
20240328140013,49.15
20240328141013,138.07
20240328142013,88.88
20240328143013,75.72
20240328144013,77.71
20240328145013,56.23
20240328150013,160.03
20240328151013,315.42
20240328152013,246.04
20240328153013,166.52
20240328154013,279.58
20240328155013,372.19
20240328160013,329.82
20240328161013,132.51
20240328162013,52.13
20240328163013,22.22
20240328164013,18.57
20240328165013,9.84
20240412090013,318.48
20240412091013,427.65
20240412092013,505.16
20240412093013,593.35
20240412094013,657.06
20240412095013,768.83
20240412100013,916.32
20240412101013,1008.73
20240412102013,1071.27
20240412103013,1187.07
20240412104013,1296.88
20240412105013,1333.67
20240412110013,1421.54
20240412111013,1331.99
20240412112013,1229.21
20240412113013,1193.58
20240412114013,1283.14
20240412115013,1279.4
20240412120013,1093.82
20240412121013,1179.65
20240412122013,990.84
20240412123013,856.61
20240412124013,611.02
20240412125013,284.29
20240412130013,250.62
20240412131013,298.72
20240412132013,418.7
20240412133013,639.23
20240412134013,609.14
20240412135013,416.27
20240412140013,582.64
20240412141013,225.47
20240412142013,158.17
20240412143013,195.79
20240412144013,114.25
20240412145013,69.31
20240412150013,41.48
20240412151013,33.61
20240412152013,35.74
20240412153013,8.04
20240412154013,19.4
20240412155013,23.97
20240412160013,30.76
20240412161013,17.82
20240412162013,13.31
20240412163013,11.7
20240412164013,8.39
20240412165013,5.78
20240619090013,181.12
20240619091013,334.22
20240619092013,425.17
20240619093013,411.02
20240619094013,424.86
20240619095013,615.05
20240619100013,689.31
20240619101013,800.15
20240619102013,694.89
20240619103013,786.67
20240619104013,596.84
20240619105013,893.46
20240619110013,989.22
20240619111013,1047.13
20240619112013,896.79
20240619113013,997.52
20240619114013,1226.36
20240619115013,1204.06
20240619120013,1055.23
20240619121013,1160.51
20240619122013,1222.68
20240619123013,1277.4
20240619124013,749.58
20240619125013,1366.54
20240619130013,1360.74
20240619131013,590.01
20240619132013,917.43
20240619133013,413.44
20240619134013,786.3
20240619135013,556.16
20240619140013,185.87
20240619141013,0
20240619142013,0
20240619143013,0
20240619144013,0
20240619145013,0
20240619150013,0
20240619151013,0
20240619152013,0
20240619153013,2.72
20240619154013,0.19
20240619155013,2.63
20240619160013,0.66
20240619161013,2.66
20240619162013,1.36
20240619163013,0.54
20240619164013,0.35
20240619165013,0.06
20240225090014,15.32
20240225091014,17.77
20240225092014,12.65
20240225093014,13.79
20240225094014,13.59
20240225095014,11.62
20240225100014,22.52
20240225101014,21.06
20240225102014,16.19
20240225103014,19.47
20240225104014,31.96
20240225105014,37.83
20240225110014,33.94
20240225111014,56.83
20240225112014,65.0
20240225113014,68.64
20240225114014,103.14
20240225115014,118.86
20240225120014,122.81
20240225121014,107.99
20240225122014,87.93
20240225123014,72.69
20240225124014,73.49
20240225125014,101.14
20240225130014,85.86
20240225131014,79.98
20240225132014,74.3
20240225133014,71.79
20240225134014,91.8
20240225135014,76.67
20240225140014,59.51
20240225141014,23.28
20240225142014,20.57
20240225143014,20.48
20240225144014,22.5
20240225145014,17.31
20240225150014,13.09
20240225151014,13.4
20240225152014,10.08
20240225153014,7.98
20240225154014,6.25
20240225155014,6.17
20240225160014,4.41
20240225161014,3.93
20240225162014,2.88
20240225163014,2.25
20240225164014,2.28
20240225165014,1.95
20240227090014,62.05
20240227091014,67.31
20240227092014,53.14
20240227093014,62.81
20240227094014,80.16
20240227095014,79.53
20240227100014,77.41
20240227101014,56.02
20240227102014,38.24
20240227103014,35.4
20240227104014,42.17
20240227105014,46.3
20240227110014,33.3
20240227111014,36.72
20240227112014,30.18
20240227113014,33.64
20240227114014,26.94
20240227115014,36.53
20240227120014,31.57
20240227121014,28.33
20240227122014,30.86
20240227123014,28.68
20240227124014,30.88
20240227125014,31.28
20240227130014,25.3
20240227131014,23.95
20240227132014,21.79
20240227133014,16.21
20240227134014,21.39
20240227135014,26.02
20240227140014,15.62
20240227141014,12.59
20240227142014,10.71
20240227143014,12.1
20240227144014,14.28
20240227145014,14.19
20240227150014,15.84
20240227151014,13.18
20240227152014,10.76
20240227153014,9.09
20240227154014,7.9
20240227155014,6.91
20240227160014,5.72
20240227161014,4.37
20240227162014,3.65
20240227163014,2.12
20240227164014,1.96
20240227165014,1.26
20240327090014,124.56
20240327091014,120.07
20240327092014,112.61
20240327093014,144.13
20240327094014,222.31
20240327095014,360.45
20240327100014,480.12
20240327101014,569.05
20240327102014,659.59
20240327103014,604.75
20240327104014,1020.56
20240327105014,892.16
20240327110014,739.34
20240327111014,816.35
20240327112014,560.04
20240327113014,377.72
20240327114014,305.84
20240327115014,269.13
20240327120014,270.5
20240327121014,212.16
20240327122014,186.1
20240327123014,165.82
20240327124014,148.01
20240327125014,106.64
20240327130014,134.15
20240327131014,134.75
20240327132014,31.85
20240327133014,44.15
20240327134014,50.64
20240327135014,20.6
20240327140014,26.32
20240327141014,34.74
20240327142014,28.79
20240327143014,25.58
20240327144014,20.32
20240327145014,22.13
20240327150014,20.94
20240327151014,19.82
20240327152014,14.95
20240327153014,11.05
20240327154014,9.8
20240327155014,6.9
20240327160014,5.15
20240327161014,4.42
20240327162014,4.31
20240327163014,3.31
20240327164014,3.19
20240327165014,2.76
20240417090014,953.41
20240417091014,1091.75
20240417092014,1137.19
20240417093014,1134.01
20240417094014,1282.26
20240417095014,1271.09
20240417100014,1401.36
20240417101014,1496.91
20240417102014,1523.81
20240417103014,1516.37
20240417104014,1448.07
20240417105014,1626.26
20240417110014,1565.32
20240417111014,1587.63
20240417112014,1423.92
20240417113014,1169.04
20240417114014,1172.72
20240417115014,1204.91
20240417120014,1284.35
20240417121014,1283.77
20240417122014,1271.13
20240417123014,1360.86
20240417124014,1313.94
20240417125014,1259.23
20240417130014,1252.74
20240417131014,1375.81
20240417132014,1390.47
20240417133014,1287.4
20240417134014,980.48
20240417135014,551.84
20240417140014,927.68
20240417141014,647.9
20240417142014,268.32
20240417143014,434.88
20240417144014,340.14
20240417145014,262.09
20240417150014,103.17
20240417151014,156.93
20240417152014,99.24
20240417153014,52.0
20240417154014,7.11
20240417155014,12.61
20240417160014,69.54
20240417161014,31.43
20240417162014,15.93
20240417163014,7.13
20240417164014,6.95
20240417165014,6.87
20240517090014,747.63
20240517091014,980.96
20240517092014,1125.35
20240517093014,1402.64
20240517094014,1110.74
20240517095014,1023.63
20240517100014,1311.12
20240517101014,550.93
20240517102014,462.29
20240517103014,239.59
20240517104014,247.26
20240517105014,185.71
20240517110014,320.38
20240517111014,251.01
20240517112014,267.52
20240517113014,694.56
20240517114014,698.82
20240517115014,640.44
20240517120014,309.68
20240517121014,52.13
20240517122014,86.72
20240517123014,15.71
20240517124014,0
20240517125014,62.13
20240517130014,19.07
20240517131014,6.53
20240517132014,14.48
20240517133014,27.15
20240517134014,39.19
20240517135014,44.77
20240517140014,55.38
20240517141014,159.01
20240517142014,125.72
20240517143014,28.08
20240517144014,21.19
20240517145014,25.29
20240517150014,32.88
20240517151014,22.08
20240517152014,26.88
20240517153014,33.9
20240517154014,44.95
20240517155014,118.99
20240517160014,133.01
20240517161014,44.74
20240517162014,27.75
20240517163014,15.1
20240517164014,12.49
20240517165014,11.17
20240704090014,552.76
20240704091014,625.16
20240704092014,724.12
20240704093014,798.64
20240704094014,814.96
20240704095014,987.84
20240704100014,915.01
20240704101014,1005.02
20240704102014,1128.11
20240704103014,1117.55
20240704104014,1178.57
20240704105014,1223.94
20240704110014,1146.99
20240704111014,1075.58
20240704112014,1161.92
20240704113014,1095.42
20240704114014,1134.76
20240704115014,1258.86
20240704120014,1252.72
20240704121014,1271.94
20240704122014,1251.39
20240704123014,1241.12
20240704124014,1223.36
20240704125014,1201.67
20240704130014,1200.37
20240704131014,1170.54
20240704132014,1091.09
20240704133014,1094.03
20240704134014,1107.05
20240704135014,913.51
20240704140014,884.8
20240704141014,961.15
20240704142014,665.85
20240704143014,694.13
20240704144014,668.97
20240704145014,324.97
20240704150014,276.6
20240704151014,524.71
20240704152014,389.53
20240704153014,274.0
20240704154014,179.85
20240704155014,138.34
20240704160014,109.06
20240704161014,69.05
20240704162014,49.21
20240704163014,18.68
20240704164014,11.46
20240704165014,8.1
20240715090014,644.18
20240715091014,683.08
20240715092014,767.53
20240715093014,828.42
20240715094014,855.83
20240715095014,783.78
20240715100014,806.79
20240715101014,924.28
20240715102014,811.44
20240715103014,997.99
20240715104014,734.3
20240715105014,597.59
20240715110014,937.74
20240715111014,1255.52
20240715112014,1267.29
20240715113014,1235.39
20240715114014,1272.74
20240715115014,1287.19
20240715120014,1291.62
20240715121014,1275.04
20240715122014,1261.44
20240715123014,1244.81
20240715124014,1003.47
20240715125014,644.17
20240715130014,1192.11
20240715131014,1038.61
20240715132014,661.34
20240715133014,871.95
20240715134014,722.12
20240715135014,1185.09
20240715140014,1050.88
20240715141014,696.31
20240715142014,447.28
20240715143014,636.87
20240715144014,625.35
20240715145014,395.04
20240715150014,151.84
20240715151014,296.03
20240715152014,69.97
20240715153014,68.78
20240715154014,40.57
20240715155014,0
20240715160014,12.91
20240715161014,9.95
20240715162014,4.26
20240715163014,17.16
20240715164014,11.36
20240715165014,12.42
20240215090015,56.92
20240215091015,98.71
20240215092015,52.8
20240215093015,115.86
20240215094015,1482.96
20240215095015,1601.51
20240215100015,1545.51
20240215101015,1501.91
20240215102015,1582.85
20240215103015,1290.01
20240215104015,1343.4
20240215105015,1695.86
20240215110015,2027.99
20240215111015,1949.93
20240215112015,1911.48
20240215113015,1924.35
20240215114015,1720.43
20240215115015,898.99
20240215120015,24.97
20240215121015,143.74
20240215122015,39.05
20240215123015,162.09
20240215124015,81.22
20240215125015,84.33
20240215130015,93.37
20240215131015,126.06
20240215132015,177.87
20240215133015,187.73
20240215134015,182.29
20240215135015,202.95
20240215140015,229.35
20240215141015,111.41
20240215142015,0
20240215143015,0
20240215144015,0
20240215145015,0
20240215150015,37.41
20240215151015,23.75
20240215152015,22.15
20240215153015,15.99
20240215154015,14.58
20240215155015,26.17
20240215160015,25.19
20240215161015,51.06
20240215162015,8.88
20240215163015,4.63
20240215164015,4.35
20240215165015,2.05
20240218090015,213.67
20240218091015,685.55
20240218092015,316.16
20240218093015,199.05
20240218094015,326.71
20240218095015,979.86
20240218100015,1382.19
20240218101015,1119.66
20240218102015,1359.09
20240218103015,742.44
20240218104015,1182.13
20240218105015,1866.33
20240218110015,2130.78
20240218111015,1886.29
20240218112015,1852.24
20240218113015,1854.41
20240218114015,1549.03
20240218115015,1186.79
20240218120015,261.89
20240218121015,0
20240218122015,0
20240218123015,200.69
20240218124015,140.92
20240218125015,45.66
20240218130015,0
20240218131015,0
20240218132015,25.58
20240218133015,44.54
20240218134015,39.63
20240218135015,50.81
20240218140015,44.77
20240218141015,31.96
20240218142015,32.48
20240218143015,33.31
20240218144015,37.54
20240218145015,28.08
20240218150015,32.09
20240218151015,30.51
20240218152015,20.09
20240218153015,18.49
20240218154015,15.08
20240218155015,11.97
20240218160015,9.98
20240218161015,5.85
20240218162015,3.89
20240218163015,2.92
20240218164015,1.71
20240218165015,1.72
20240314090015,7.82
20240314091015,7.76
20240314092015,9.13
20240314093015,26.77
20240314094015,17.98
20240314095015,16.01
20240314100015,26.77
20240314101015,15.27
20240314102015,8.78
20240314103015,17.14
20240314104015,16.81
20240314105015,37.48
20240314110015,57.38
20240314111015,53.27
20240314112015,20.37
20240314113015,22.98
20240314114015,25.1
20240314115015,25.31
20240314120015,28.25
20240314121015,23.13
20240314122015,16.51
20240314123015,14.66
20240314124015,15.87
20240314125015,16.28
20240314130015,17.39
20240314131015,17.42
20240314132015,22.2
20240314133015,34.12
20240314134015,42.6
20240314135015,55.32
20240314140015,103.66
20240314141015,104.47
20240314142015,76.0
20240314143015,49.6
20240314144015,120.68
20240314145015,194.36
20240314150015,80.65
20240314151015,57.9
20240314152015,28.12
20240314153015,53.29
20240314154015,21.74
20240314155015,15.11
20240314160015,0
20240314161015,1.18
20240314162015,0
20240314163015,2.64
20240314164015,0
20240314165015,0.99
20240317090015,333.86
20240317091015,883.2
20240317092015,914.55
20240317093015,1262.73
20240317094015,1436.49
20240317095015,1443.28
20240317100015,1559.15
20240317101015,1427.29
20240317102015,1543.4
20240317103015,908.45
20240317104015,726.35
20240317105015,837.51
20240317110015,959.64
20240317111015,976.48
20240317112015,763.57
20240317113015,913.57
20240317114015,1257.98
20240317115015,1302.18
20240317120015,1006.59
20240317121015,545.46
20240317122015,764.68
20240317123015,584.53
20240317124015,359.37
20240317125015,246.67
20240317130015,33.84
20240317131015,77.97
20240317132015,61.91
20240317133015,21.74
20240317134015,39.98
20240317135015,62.49
20240317140015,57.65
20240317141015,50.77
20240317142015,46.26
20240317143015,46.2
20240317144015,35.78
20240317145015,31.07
20240317150015,29.96
20240317151015,20.68
20240317152015,12.4
20240317153015,13.13
20240317154015,15.36
20240317155015,15.7
20240317160015,14.31
20240317161015,12.01
20240317162015,9.1
20240317163015,7.29
20240317164015,6.37
20240317165015,3.99
20240412090015,1235.86
20240412091015,1379.7
20240412092015,1406.68
20240412093015,1465.4
20240412094015,1436.51
20240412095015,1493.75
20240412100015,1570.41
20240412101015,1576.05
20240412102015,1559.79
20240412103015,1569.92
20240412104015,1474.91
20240412105015,1400.78
20240412110015,1596.14
20240412111015,1494.83
20240412112015,1391.75
20240412113015,1380.72
20240412114015,1414.04
20240412115015,1379.19
20240412120015,1335.06
20240412121015,1171.18
20240412122015,951.44
20240412123015,996.95
20240412124015,857.91
20240412125015,506.76
20240412130015,266.6
20240412131015,206.09
20240412132015,201.69
20240412133015,148.94
20240412134015,108.83
20240412135015,93.55
20240412140015,104.1
20240412141015,90.58
20240412142015,73.35
20240412143015,71.66
20240412144015,60.83
20240412145015,45.7
20240412150015,35.67
20240412151015,36.56
20240412152015,34.15
20240412153015,15.96
20240412154015,18.12
20240412155015,17.08
20240412160015,21.64
20240412161015,15.0
20240412162015,9.6
20240412163015,8.8
20240412164015,7.01
20240412165015,7.17
20240518090015,1418.34
20240518091015,1238.08
20240518092015,1006.06
20240518093015,1266.13
20240518094015,1065.41
20240518095015,1390.22
20240518100015,1568.84
20240518101015,1258.04
20240518102015,981.77
20240518103015,1283.81
20240518104015,1386.77
20240518105015,1517.93
20240518110015,1455.82
20240518111015,1078.3
20240518112015,828.59
20240518113015,1072.41
20240518114015,838.83
20240518115015,958.68
20240518120015,751.33
20240518121015,901.27
20240518122015,879.37
20240518123015,690.35
20240518124015,504.65
20240518125015,377.35
20240518130015,428.41
20240518131015,256.87
20240518132015,182.01
20240518133015,145.73
20240518134015,93.32
20240518135015,86.91
20240518140015,34.11
20240518141015,36.7
20240518142015,43.55
20240518143015,42.16
20240518144015,73.78
20240518145015,54.9
20240518150015,48.53
20240518151015,39.05
20240518152015,38.92
20240518153015,32.23
20240518154015,28.26
20240518155015,26.26
20240518160015,22.09
20240518161015,27.19
20240518162015,26.45
20240518163015,14.41
20240518164015,10.75
20240518165015,8.66
20240530090015,1391.68
20240530091015,1036.14
20240530092015,912.5
20240530093015,931.5
20240530094015,808.59
20240530095015,785.6
20240530100015,812.06
20240530101015,589.02
20240530102015,579.67
20240530103015,582.75
20240530104015,599.74
20240530105015,585.57
20240530110015,538.25
20240530111015,703.6
20240530112015,662.74
20240530113015,829.47
20240530114015,860.09
20240530115015,875.58
20240530120015,835.75
20240530121015,467.92
20240530122015,522.25
20240530123015,739.77
20240530124015,1201.18
20240530125015,1166.54
20240530130015,842.45
20240530131015,778.84
20240530132015,515.11
20240530133015,563.62
20240530134015,350.29
20240530135015,201.63
20240530140015,33.3
20240530141015,39.71
20240530142015,47.46
20240530143015,43.57
20240530144015,53.0
20240530145015,49.88
20240530150015,31.56
20240530151015,29.29
20240530152015,24.59
20240530153015,20.41
20240530154015,17.17
20240530155015,14.56
20240530160015,10.45
20240530161015,8.8
20240530162015,7.16
20240530163015,4.79
20240530164015,3.8
20240530165015,3.67
20240605090015,1010.45
20240605091015,611.55
20240605092015,714.24
20240605093015,440.04
20240605094015,490.53
20240605095015,535.19
20240605100015,994.99
20240605101015,1024.99
20240605102015,659.61
20240605103015,687.09
20240605104015,764.44
20240605105015,701.3
20240605110015,1376.21
20240605111015,874.53
20240605112015,754.19
20240605113015,470.89
20240605114015,303.08
20240605115015,433.23
20240605120015,433.73
20240605121015,388.0
20240605122015,390.59
20240605123015,276.67
20240605124015,174.4
20240605125015,134.53
20240605130015,48.45
20240605131015,36.32
20240605132015,15.46
20240605133015,36.76
20240605134015,25.2
20240605135015,9.44
20240605140015,4.48
20240605141015,5.72
20240605142015,6.93
20240605143015,9.29
20240605144015,9.86
20240605145015,9.85
20240605150015,13.28
20240605151015,14.32
20240605152015,11.54
20240605153015,9.65
20240605154015,11.03
20240605155015,10.25
20240605160015,8.69
20240605161015,7.78
20240605162015,8.25
20240605163015,6.66
20240605164015,4.63
20240605165015,4.11
20240704090015,1618.35
20240704091015,1695.72
20240704092015,1706.02
20240704093015,1735.54
20240704094015,1745.2
20240704095015,1782.87
20240704100015,1668.73
20240704101015,1611.49
20240704102015,1680.02
20240704103015,1690.73
20240704104015,1691.08
20240704105015,1767.55
20240704110015,1786.5
20240704111015,1758.08
20240704112015,1737.85
20240704113015,1695.83
20240704114015,1655.59
20240704115015,1589.19
20240704120015,1523.73
20240704121015,1447.86
20240704122015,1444.12
20240704123015,1361.33
20240704124015,1304.56
20240704125015,1231.69
20240704130015,1109.52
20240704131015,938.3
20240704132015,766.29
20240704133015,677.56
20240704134015,696.06
20240704135015,622.39
20240704140015,389.24
20240704141015,94.05
20240704142015,65.03
20240704143015,83.49
20240704144015,65.39
20240704145015,32.77
20240704150015,32.29
20240704151015,35.78
20240704152015,50.3
20240704153015,38.19
20240704154015,52.64
20240704155015,52.62
20240704160015,42.64
20240704161015,21.85
20240704162015,19.66
20240704163015,11.62
20240704164015,11.29
20240704165015,6.82
20240316090016,1288.73
20240316091016,879.92
20240316092016,731.77
20240316093016,993.69
20240316094016,1148.17
20240316095016,904.05
20240316100016,1384.15
20240316101016,1442.17
20240316102016,1755.09
20240316103016,1676.45
20240316104016,1637.86
20240316105016,1539.43
20240316110016,1437.35
20240316111016,1297.39
20240316112016,1271.17
20240316113016,1091.55
20240316114016,797.72
20240316115016,661.44
20240316120016,672.76
20240316121016,1155.82
20240316122016,1139.55
20240316123016,918.41
20240316124016,984.61
20240316125016,718.64
20240316130016,690.48
20240316131016,656.93
20240316132016,637.5
20240316133016,483.31
20240316134016,342.79
20240316135016,218.47
20240316140016,115.52
20240316141016,35.43
20240316142016,2.96
20240316143016,24.49
20240316144016,12.78
20240316145016,16.93
20240316150016,14.32
20240316151016,26.65
20240316152016,27.0
20240316153016,20.81
20240316154016,22.01
20240316155016,16.83
20240316160016,10.11
20240316161016,11.3
20240316162016,7.38
20240316163016,7.52
20240316164016,5.06
20240316165016,2.92
20240322090016,278.97
20240322091016,411.36
20240322092016,345.6
20240322093016,542.0
20240322094016,806.51
20240322095016,1070.92
20240322100016,1217.61
20240322101016,1202.17
20240322102016,1298.01
20240322103016,1059.42
20240322104016,1186.17
20240322105016,1270.78
20240322110016,1451.88
20240322111016,1503.13
20240322112016,1195.45
20240322113016,1037.49
20240322114016,1000.94
20240322115016,405.13
20240322120016,375.03
20240322121016,302.61
20240322122016,537.88
20240322123016,1042.89
20240322124016,773.09
20240322125016,829.11
20240322130016,386.52
20240322131016,120.59
20240322132016,184.93
20240322133016,96.57
20240322134016,60.07
20240322135016,54.52
20240322140016,36.88
20240322141016,10.88
20240322142016,17.14
20240322143016,15.1
20240322144016,13.97
20240322145016,14.97
20240322150016,16.82
20240322151016,12.31
20240322152016,8.8
20240322153016,4.47
20240322154016,4.12
20240322155016,2.83
20240322160016,2.79
20240322161016,2.55
20240322162016,1.67
20240322163016,1.01
20240322164016,1.37
20240322165016,2.71
20240414090016,1437.19
20240414091016,1355.44
20240414092016,1471.41
20240414093016,1494.38
20240414094016,1450.19
20240414095016,1497.97
20240414100016,1424.1
20240414101016,1477.21
20240414102016,1431.74
20240414103016,1561.02
20240414104016,1540.13
20240414105016,1548.8
20240414110016,1657.28
20240414111016,1550.2
20240414112016,1150.79
20240414113016,1364.74
20240414114016,1192.61
20240414115016,1149.7
20240414120016,1250.28
20240414121016,981.32
20240414122016,859.23
20240414123016,711.61
20240414124016,490.08
20240414125016,229.33
20240414130016,274.68
20240414131016,183.81
20240414132016,149.47
20240414133016,114.74
20240414134016,134.09
20240414135016,167.03
20240414140016,105.65
20240414141016,93.04
20240414142016,58.93
20240414143016,48.62
20240414144016,38.04
20240414145016,52.56
20240414150016,56.74
20240414151016,43.09
20240414152016,28.86
20240414153016,19.79
20240414154016,19.74
20240414155016,16.15
20240414160016,19.5
20240414161016,22.9
20240414162016,16.89
20240414163016,12.27
20240414164016,8.38
20240414165016,6.41
20240422090016,1323.17
20240422091016,1394.55
20240422092016,1331.81
20240422093016,1331.26
20240422094016,1216.33
20240422095016,1072.48
20240422100016,1244.61
20240422101016,1319.57
20240422102016,1333.06
20240422103016,1346.06
20240422104016,770.01
20240422105016,467.13
20240422110016,677.06
20240422111016,985.71
20240422112016,811.72
20240422113016,1246.07
20240422114016,1443.46
20240422115016,1306.06
20240422120016,473.05
20240422121016,563.51
20240422122016,617.04
20240422123016,615.56
20240422124016,523.46
20240422125016,401.07
20240422130016,209.73
20240422131016,91.5
20240422132016,104.63
20240422133016,107.4
20240422134016,43.2
20240422135016,96.6
20240422140016,74.01
20240422141016,72.81
20240422142016,95.5
20240422143016,97.38
20240422144016,81.06
20240422145016,37.11
20240422150016,36.33
20240422151016,27.86
20240422152016,17.32
20240422153016,15.63
20240422154016,10.9
20240422155016,16.93
20240422160016,13.5
20240422161016,9.05
20240422162016,3.31
20240422163016,2.4
20240422164016,2.1
20240422165016,0.85
20240513090016,1.25
20240513091016,7.13
20240513092016,0
20240513093016,0
20240513094016,4.11
20240513095016,0
20240513100016,0
20240513101016,0
20240513102016,0
20240513103016,2.95
20240513104016,6.26
20240513105016,11.42
20240513110016,5.58
20240513111016,17.87
20240513112016,4.76
20240513113016,13.79
20240513114016,20.26
20240513115016,25.45
20240513120016,12.1
20240513121016,14.85
20240513122016,26.86
20240513123016,11.92
20240513124016,3.35
20240513125016,7.1
20240513130016,5.69
20240513131016,8.4
20240513132016,11.74
20240513133016,10.79
20240513134016,9.58
20240513135016,7.19
20240513140016,7.46
20240513141016,9.23
20240513142016,9.4
20240513143016,6.28
20240513144016,6.39
20240513145016,5.15
20240513150016,3.97
20240513151016,2.94
20240513152016,1.54
20240513153016,1.61
20240513154016,1.86
20240513155016,2.46
20240513160016,2.92
20240513161016,2.45
20240513162016,1.3
20240513163016,0.51
20240513164016,0.31
20240513165016,0.11
20240517090016,1378.59
20240517091016,1309.23
20240517092016,1268.15
20240517093016,1652.34
20240517094016,1578.9
20240517095016,1366.44
20240517100016,1120.59
20240517101016,684.19
20240517102016,732.65
20240517103016,601.95
20240517104016,511.02
20240517105016,495.76
20240517110016,521.44
20240517111016,369.51
20240517112016,686.47
20240517113016,797.13
